artist_id,artist_name,genres,folowers,popularity
6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']",113025813,87
04gDigrS5kc9YWfZHwBETP,Maroon 5,['pop'],40847209,85
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",10294908,78
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,['pop'],19876086,79
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"['pop', 'uk pop']",12259414,81
6jJ0s89eD6GaHleKKya26X,Katy Perry,['pop'],31794468,84
20gsENnposVs2I4rQ5kvrf,Sam Feldt,"['edm', 'pop dance', 'tropical house']",761239,69
1vCWHaC5f2uS3yhpwWbIA6,Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",22521659,80
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']",42177370,82
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",12210629,78
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,"['edm', 'pop dance', 'uk dance']",651329,68
60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",14929059,75
6dn6x1XOng3LOAnfTjUn77,AJ Mitchell,"['alt z', 'singer-songwriter pop', 'teen pop']",901037,56
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",25190145,87
2wY79sveU1sp5g7SokKOiI,Sam Smith,"['pop', 'uk pop']",23329402,83
77AiFEVeAVj2ORpC85QVJs,Steve Aoki,"['edm', 'electro house', 'pop dance']",3693992,71
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2493936,74
64KEffDW9EtZ1y2vBYgq8T,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",33424471,83
4npEfmQ6YuiwW1GpUmaq3F,Ava Max,['pop'],6564263,79
5YyGLejM00snCF1RJKlocJ,Nikki Vianna,['nyc pop'],8844,30
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"['pop', 'viral pop']",22069462,80
02A3cEvlLLCbIMVDrK2GHV,Starley,['aussietronica'],204519,55
4IWBUUAFIplrNtaOHcJPRM,James Arthur,"['pop', 'talent show', 'uk pop']",15827137,81
1bqxdqvUtPWZri43cKHac8,MAX,"['singer-songwriter pop', 'teen pop', 'viral pop']",878703,69
45eNHdiiabvmbp4erw26rg,ILLENIUM,"['edm', 'melodic dubstep', 'pop dance']",1476514,71
0Z0T7qMFlcb0NfmrJ0Vu02,Bazzi vs.,[],8260,36
25uiPmTg16RbhZWAqwLBy5,Charli XCX,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",3046476,75
23fqKkggKUBHNkbKtXEls4,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",8274549,79
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",4228811,74
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['art pop', 'pop']",91951445,88
5WUlDfRSoLAfcVSX1WnrxN,Sia,"['australian dance', 'australian pop', 'pop']",27320989,83
3Isy6kedDrgPYoTS1dazA9,Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",4506275,79
5T0MSzX9RC5NA6gAI6irSn,Estelle,"['neo soul', 'r&b']",278706,65
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,"['metropopolis', 'modern rock', 'pop']",5446239,75
3sDbKMebVH2VYcRSl7u1VC,for KING & COUNTRY,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship']",1205922,64
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,['lgbtq+ hip hop'],12399900,76
7CajNmpbOovFoOoasH2HaY,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",22429539,85
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,"['boy band', 'pop']",3656496,66
23xCxwjg6Bqwm7rh6n9Kjd,Olympis,['slap house'],8976,42
540vIaP2JwjQb9dm3aArA4,DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",8454887,78
2iEvnFsWxR0Syqu2JNopAd,Smash Mouth,"['pop rock', 'post-grunge']",1038681,66
3KwmxIhSe9UTSEF37kwngR,SHAED,['electropop'],171588,57
6TQj5BFPooTa08A7pk8AQ1,Kaskade,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",925331,64
0JOxt5QOwq0czoJxvSc5hS,GASHI,['canadian hip hop'],242322,52
6LuN9FCkKOj5PcnpouEgny,Khalid,"['pop', 'pop r&b']",15977584,82
31JFnMfmvwzZGdEnXaKGek,Herve Pagez,['musique guadeloupe'],5215,29
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,['pop soul'],1054178,73
7wzaSKTsjE9HnuDuZTX452,Arlissa,['uk pop'],102464,42
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,"['boy band', 'pop']",9770761,76
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,"['edm', 'pop dance']",938715,66
5jAMCwdNHWr7JThxtMuEyy,NOTD,"['pop dance', 'pop edm']",300813,61
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,"['pop', 'pop dance', 'tropical house', 'uk dance']",3707242,73
4YLQaW1UU3mrVetC8gNkg5,3LAU,"['edm', 'electro house', 'mashup', 'pop dance', 'progressive electro house', 'progressive house']",333287,51
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",1151103,72
2qxJFvFYMEDqd7ui6kSAcq,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",5840726,73
1MIVXf74SZHmTIp4V4paH4,Mabel,"['pop', 'uk pop']",1958073,65
7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,"['electropop', 'indie poptimism']",417659,55
4AVFqumd2ogHFlRbKIjp1t,Alesso,"['dance pop', 'edm', 'pop', 'pop dance']",3849915,73
4BzCdhJTyTS3gumq9xmymb,ayokay,"['electropop', 'indie electropop', 'indie pop rap', 'indie poptimism']",180432,49
1rSGNXhhYuWoq9BEz5DZGO,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",187198,56
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,"['alt z', 'dark pop', 'pop']",1999276,61
27zUmETvHebBcNezxofooD,Cashae,['pop edm'],7139,21
4sTQVOfp9vEMCemLw50sbu,Galantis,"['dance pop', 'edm', 'pop', 'pop dance']",3312028,70
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,"['canadian pop', 'dance pop', 'pop']",4838873,71
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",7127559,84
2X97ZAqRKRMYFIDqtvGgGc,Silk City,"['edm', 'uk dance']",79327,53
7C3Cbtr2PkH2l4tOGhtCsk,Shallou,"['electropop', 'indie electropop', 'vapor soul']",220093,57
5CiGnKThu5ctn9pBxv7DGa,benny blanco,['pop'],1122348,71
5X4LWwbUFNzPkEas04uU82,DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",1034344,59
3hyEbRtp617pNCuuQjyOmc,Lost Kings,"['pop dance', 'pop edm']",390659,51
2vf4pRsEY6LpL5tKmqWb64,Elderbrook,['uk dance'],409997,67
6SjKNESwrpwMUN0Y0bRmza,FANNYPACK,[],912,13
6DgP9otnZw5z6daOntINxp,Joel Corry,"['dance pop', 'pop dance', 'uk dance']",401423,71
378dH6EszOLFShpRzAQkVM,Lindsey Stirling,"['bow pop', 'pop violin']",2179237,64
21mKp7DqtSNHhCAU2ugvUw,ODESZA,"['chillwave', 'edm', 'indietronica']",1578778,68
6MDME20pz9RveH9rEXvrOM,Clean Bandit,"['pop', 'uk dance', 'uk funky']",5315669,73
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop']",73714491,89
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",7896536,79
7i9j813KFoSBMldGqlh2Z1,Riton,"['house', 'pop dance', 'uk dance']",128347,65
0jNDKefhfSbLR9sFvcPLHo,San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",685816,55
21E3waRsmPlU7jZsS13rcj,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",8462544,79
6nS5roXSAGhTGr34W6n7Et,Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",2140411,72
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,['edm'],263860,64
5he5w2lnU9x7JFhnwcekXX,Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",7532788,75
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",36342706,85
1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,"['edm', 'pop dance', 'progressive electro house']",3689370,74
31TPClRtHm23RisEBtV3X7,Justin Timberlake,"['dance pop', 'pop']",13662738,82
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"['art pop', 'dance pop', 'pop']",29124112,84
3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",3058208,76
1IueXOQyABrMOprrzwQJWN,Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance', 'uk pop']",1547760,68
3GtCKJA4SkOxN65MWjm82R,Hot Shade,[],142354,55
0rasA5Z5h1ITtHelCpfu9R,Paul Kalkbrenner,"['electronica', 'german techno', 'leipzig electronic', 'minimal techno']",1187417,61
1vo8zHmO1KzkuU9Xxh6J7W,MOTi,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'pop dance', 'progressive electro house', 'progressive house']",256941,59
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",3370437,72
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,"['pop dance', 'pop house', 'uk dance', 'uk pop']",758059,73
6PozOimyS8a9OxMddMSBCf,Molella,['italo dance'],39079,61
3PlRvQnVE3XAbtHUNc4nic,GATTÜSO,['pop edm'],37132,47
0xRXCcSX89eobfrshSVdyu,MEDUZA,"['edm', 'pop dance', 'pop house', 'uk dance']",727682,75
1g0fXhQMHAxlRyIBkCbuE7,Matt Simons,['neo-singer-songwriter'],220037,58
6NkWxTDLl0TnlaS0J9JQT5,Ed Marquis,[],16271,51
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,"['ccm', 'worship']",472719,70
2FnjEL8SlmLe3YBFmPkV9N,Glaceo,[],9372,50
0f8a3ifFUu8Cd2NVs4KPVC,Kharfi,[],7172,35
7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"['belgian edm', 'edm', 'pop dance', 'tropical house']",2750580,76
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"['dance pop', 'pop', 'uk pop']",42583613,88
3WSK3JppX3N41XHVwQp7Gt,Steve Void,"['pop edm', 'slap house']",74145,56
6n28c9qs9hNGriNa72b26u,PNAU,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",225337,71
6lB8vOoI4DRrrVxXwuV19c,Mike Perry,"['pop dance', 'swedish tropical house']",1443321,61
49T8i1paijMAK9rYtjO4lu,FAULHABER,[],10604,52
4xnMDfgEmXZEEDdITKcGuE,Audien,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",186269,55
5aAJhXtrFlRSDzZmCktcXQ,Prince Paris,"['pop edm', 'progressive electro house', 'sky room']",19565,26
5mYakBbBzPMQTfkVMIgiDM,Georgia Ku,['uk pop'],24234,57
6c0ZKUMlCup5Mm7nrv649l,Icarus,[],561,23
4gJCFxvqKc43Ifk0UIBB42,Madison Mars,"['dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'sky room']",128592,43
4lH0PRAS3yV8O05E5lTqwk,Nahaze,[],7546,26
70yj8eIE94z38CM2kfsXQL,DJ Ross,['italo dance'],34854,43
1bJJlRHoc1UVeqzxcrPLIw,Phantoms,['la pop'],47013,42
6VD4UEUPvtsemqD3mmTqCR,Deorro,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",1220149,66
47BEc2RoW53owMyxacXWdV,Yves V,"['belgian edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'slap house']",275273,57
0NGAZxHanS9e0iNHpR8f2W,Alok,"['electro house', 'pop nacional', 'slap house']",11310261,80
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'vocal house']",1167674,62
7vb7VLDqpLTlAy1ctTMR5d,Alex Gaudino,"['disco house', 'vocal house']",121295,59
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,"['edm', 'german dance', 'pop dance', 'tropical house']",1266378,73
0H39MdGGX6dbnnQPt6NQkZ,SAINt JHN,"['melodic rap', 'slap house']",1035734,68
4AKwRarlmsUlLjIwt38NLw,Ofenbach,['pop dance'],574377,73
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,"['dance pop', 'pop', 'uk pop']",8195821,72
6S0IvKlvPMX1RtAYtVpUV8,Drax Project,['nz pop'],98271,49
5vQfv3s2Z2SRdPZKr82ABw,Dzeko,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house']",69449,57
1l2ekx5skC4gJH8djERwh1,Don Diablo,"['dutch house', 'edm', 'electro house', 'future house', 'pop dance', 'progressive electro house']",1764819,64
2oX42qP5ineK3hrhBECLmj,Andy Grammer,"['neo mellow', 'post-teen pop', 'viral pop']",1179830,66
6eVWXmKBW7Iltub01D9R1c,Valerie Broussard,"['bossbeat', 'modern alternative pop']",79126,56
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,"['modern rock', 'pop']",12008120,77
6BrvowZBreEkXzJQMpL174,Hardwell,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",3587612,66
1KCSPY1glIKqW2TotWuXOR,P!nk,"['dance pop', 'pop']",16236124,81
6Dd3NScHWwnW6obMFbl1BH,Daya,"['alt z', 'pop']",1550022,68
4uiMn2g0pgTrhN096QJhbp,Borgeous,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",557278,53
7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,"['contemporary country', 'country', 'country road']",3100777,70
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,['uk pop'],886922,65
4ScCswdRlyA23odg9thgIO,Jess Glynne,"['dance pop', 'pop', 'uk pop']",3004706,72
6rcE30MaP92XafelMNZ2Sq,Frank Walker,[],99614,54
4LKB1IkCINDDjEX8iS7glI,Young Bombs,['pop edm'],24336,44
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,"['piano rock', 'pop']",16572924,82
6i1GVNJCyyssRwXmnaeEFH,Syn Cole,"['deep tropical house', 'edm', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",229985,54
3jERgGiTwNAPxNmDasAb31,Tyler Shaw,['pop quebecois'],98523,51
5ChF3i92IPZHduM7jN3dpg,Nicky Romero,"['big room', 'dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",2167311,61
6jPriOYMyUL9kNonBI1CNd,Faustix,"['dakke dak', 'danish pop']",38635,51
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,"['folk-pop', 'neo-singer-songwriter']",4122494,72
1Fy4Vnoq3HspYLrgEs9VNc,XO Cupid,[],5175,37
7hsdPMApV4JTkBUUL4ZWMk,Winati,[],1462,39
4cSYNpczcvTUpnPMFDLsIc,Raaban,"['deep pop edm', 'nordic house']",403585,54
4FcZfItjVIsfO9TynErl7X,Jubël,['swedish pop'],86724,60
3TVjdmhfFoYJLgBEkkZTBm,John De Sohn,"['deep pop edm', 'pop dance', 'swedish tropical house']",103817,55
4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,"['danish electronic', 'edm', 'pop dance']",1295033,62
5JZ7CnR6gTvEMKX4g70Amv,Lauv,['pop'],6085619,75
4LcUpNlXFEleaLlelmkv2R,Kris Kross Amsterdam,"['dutch house', 'dutch pop']",227235,62
6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI,"['german dance', 'pop dance', 'tropical house']",146084,65
3tLYpanVDomWAZqF82NPds,Vigiland,"['deep pop edm', 'electronic trap']",259665,54
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,['electro house'],38083253,80
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,"['edm', 'pop', 'pop dance']",2102911,66
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,['israeli pop'],665613,64
1L9i6qZYIGQedgM9QLSyzb,Klingande,"['deep house', 'pop dance', 'tropical house']",498399,55
0xZvYTiM5QT94j1abOm0nC,Davai,['norwegian pop'],62473,39
2xW3pBjCngD69hC1wIUgjA,Axel Johansson,['pop edm'],730600,47
5OdVywqKqyCWwfE2fZb7IX,Chico Rose,['slap house'],39306,52
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,"['edm', 'pop dance']",2416408,65
7Bo6vpAmmhylCRWoHSBkcZ,Steff da Campo,"['dutch house', 'electro house', 'pop edm']",27016,46
5deLgmgAEgy8UHOfJ9Dj8w,Ilkay Sencan,"['turkish deep house', 'turkish edm']",79794,58
1aQwKFn00nswXRDUDipm0K,Gaullin,"['lithuanian edm', 'lithuanian electronic']",133571,57
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,['british soul'],870262,63
3vGgjydudbzEp2r9PmqHc0,Lyente,['hypertechno'],4810,61
10hGPIDZi33LRaYRIq3Bh4,Dimitri Vangelis & Wyman,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",504151,48
4xSQ9zt3zGyyiCXazv4mhf,Steve Brian,['progressive trance'],11482,37
0ItqfliL8BGbii58Xa0Rij,Fluex,[],1736,17
0D1FNjQMAVognp7FFrjGte,Rob Tirea,[],2406,31
2K7Mq9tikWmSfodrb6ZyD3,SLATIN,['pop edm'],6165,19
7yoh9onDM7XQFBepQTI6Qu,Lvly,['scandipop'],33004,40
1cbQmMaAHdSeBf0MQcSrzf,PULLER,[],56292,13
1IELhvOMg5VQlU7syRm6CS,CAZZETTE,"['complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house']",314791,44
3nAdmhth5AczU6YwCJOlYh,Dropgun,"['dutch house', 'electro house', 'melbourne bounce', 'pop dance', 'pop edm', 'progressive electro house', 'russian edm', 'sky room']",75921,43
6XEQz9PtogOCpBmkJ8Cb8E,Alicia Madison,[],37997,21
3IpvVrP3VLhruTmnququq7,Mike Williams,"['big room', 'dutch house', 'edm', 'electro house', 'future house', 'pop dance', 'progressive electro house']",357177,56
1xT5p0VBpnZDrvVSjX9sri,Dash Berlin,"['big room', 'dutch house', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",541937,62
7lrRQOcMFADRVofsWyT0ST,Catiso,[],10322,35
0UN8vGMxWEBKNNu8NtyF96,Lush & Simon,"['progressive electro house', 'sky room']",29179,36
2fVW2ix4ANKiofDZIsy1XR,Vargas & Lagola,['swedish pop'],39021,48
1YlyxjwYNSjBD0NAJGEfWB,Bombs Away,"['australian dance', 'melbourne bounce', 'melbourne bounce international']",50120,49
1esyIum2trtiR34sliNlvN,STVCKS,['dutch edm'],4608,24
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],94706745,89
521qvhdobR0GzhvU6TFw76,Tritonal,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance']",228735,52
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",10970188,75
5kiu9L1QtCQJCIwQrqzsDG,oomiee,['chill beats'],8856,35
1XYuC1vxinTjHCNd5clB8C,ARASHI,['j-pop'],2335915,62
4j1uPZPGp5yvQKQfTKf250,Shinn Yamada,[],1572,12
0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",9600402,76
4lsSLCTKrmfULsRivqAShx,Hiroomi Tosaka,['japanese dance pop'],186443,40
4HfuyMMy295oBvbIuXr0v8,GENERATIONS from EXILE TRIBE,"['j-division', 'j-pop', 'j-pop boy group']",684482,50
6CKN3GUiWMrESH1RKn3ecz,E-girls,"['j-idol', 'j-pop', 'j-pop girl group']",473483,44
3aDxFgyBWN7ITv32EfEvHj,iamSHUM,"['japanese dance pop', 'okinawan pop']",4099,25
5Qeyh2XKoITt1mlEVtzazC,Daoko,"['j-pixie', 'japanese electropop']",461900,52
2vjeuQwzSP5ErC1S41gONX,CHANMINA,"['j-rap', 'josei rap']",734434,62
23aPUZaR8bESXN4UD3T2Sx,香取慎吾,[],24667,32
5vLM0jSwj4TMVhnWuocoaD,EMMA WAHLIN,['japanese dance pop'],11120,35
0FXJ7e5WRLaSMZvKhZDZx2,Ghost like girlfriend,"['japanese alternative rock', 'japanese electropop', 'japanese indie pop', 'japanese singer-songwriter', 'japanese soul']",33730,24
70OLJdY31J0j1JgNcLsvSc,Ryuji Imaichi,['japanese dance pop'],129818,31
34EP7KEpOjXcM2TCat1ISk,Wu-Tang Clan,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",3010691,66
6E94YMM50nYraxpkixvQuW,THE RAMPAGE from EXILE TRIBE,"['j-division', 'j-pop boy group']",312399,52
5yzLjgtXt52UUcOO0y88ma,INTERSECTION,['j-pop boy group'],59665,33
6sAONleCsmAyP87OHsVAPV,chelmico,"['japanese r&b', 'josei rap']",156199,41
5DdX6WAZixq5ZN5eGg068D,ASOBOiSM,"['city pop', 'japanese r&b']",14770,31
0gXdjWalwSp0EkSetJ612q,FlowBack,"['j-pop boy group', 'japanese dance pop']",14805,21
7aCI6ZYSdktZcbDisszXyJ,SARM?,[],10381,36
1HzcHe0WFm4koBalCEOkVh,SIRUP,"['japanese r&b', 'japanese soul']",257932,54
0ayU6CR43tInomJqB9JfRw,Yo-Sea,"['j-rap', 'japanese chill rap', 'japanese trap']",49192,50
3AiES4wyTOfJvNgqz9baDn,eill,['anime'],144094,50
1diX6i4LgUKR9qMRrAeGLi,Rei Yasuda,"['anime', 'j-pixie']",109520,42
4UTEZqrPqLDOhBfraPNciJ,Daichi Miura,"['j-pop', 'japanese singer-songwriter', 'okinawan pop']",506939,51
2LXeJdQVcFkhkWydphLI74,Liz Phair,"['alternative pop', 'alternative rock', 'candy pop', 'ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter']",177176,46
7q2p2xXfbwxSqG9FUUYwLw,BABY-T,['japanese edm'],1644,13
2f57NNkHWfhNAH02DjViBD,真之介,[],300,4
3Kkl01m0g7rFMCPavpOmh6,KEITA,[],8993,23
3rTxb36W3M1BCxx00iiwMU,空音,['japanese teen pop'],143092,45
5TS11vZTUaDP4maTjFCcBU,Sakurako Ohara,"['j-acoustic', 'j-pop']",265082,39
1kS9d3zMyMUdfjL0nII5Kq,HAN-KUN,['j-reggae'],65182,39
3EF4VRQ070EJ17NO71Pp1P,RUN THE FLOOR,['japanese dance pop'],376,6
59m6Auk4r76d16XDpOznCY,DEAN FUJIOKA,['japanese dance pop'],70049,41
4UohSp9DAmnCA9mgWqj8d1,Chocoholic,"['japanese r&b', 'japanese soul']",3623,29
6RexcbImnLm1O83WNPzZV2,片寄涼太,[],24029,26
7pL70ZVAtUOuXxbaqjiiiD,Boys Get Hurt,[],703,8
2yDB2KsbOShZGW0kQwYdx7,Skylift,['color noise'],27,40
3lrs0Ve7aYxPovY3SDjVFd,Yuto,[],491,11
5YCsKCBbhMHBKBh2MllF5d,AAAMYYY,"['japanese alternative rock', 'japanese electropop', 'japanese r&b']",58526,40
7cmu29NEI1OrzEHS2qijPL,HarukiD,[],553,2
7JthQ6zwNzfxRfIEjp6wUs,HIRAIDAI,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",1537373,62
1N4lR9mfZJYaJxqShssffD,Blanchehor,[],784,1
2mGYHril2LuZodRtTX06BC,Kumi Koda,['j-pop'],614772,53
1J4QXBG8A66b7iZ8JUeeUr,yu-re:meu,[],87,0
3FczgzEUbvP1g53PNG4H2f,Gear 2nd,[],356,8
29D4iRqjepAsZt6o5hccND,Miliyah,"['anime', 'j-pop', 'japanese r&b']",530288,52
3CgeuQ1yRieG410Yv5HVdE,広瀬大地,['city pop'],1247,4
51yKEIICzgEkQKErNzccIO,DJ PIGER,['japanese dance pop'],376,4
4dmXmyquVh7wDfvJdKATvz,RYPPHYPE,[],222,0
72C5vNpdDKj70D3NU1P5fB,sooogood!,"['city pop', 'japanese r&b']",7374,19
6U2dgcU46Iy9pF3RQBj5hG,Monkey Majik,"['j-pop', 'j-poprock']",209695,47
7yjR0bv1rFh2ixOkKArIRj,WAPLAN,[],223,6
73mPAqGn9r2CPr5kh28dX5,AATA,[],1254,6
2bN5hXtWZXEIfnHO34eXfe,Beverly Glenn-Copeland,"['canadian experimental', 'fourth world', 'transpop']",38442,33
3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,"['k-pop', 'k-pop girl group']",2097087,59
5dEBuZjTtE68uDgCs23Kuv,BVNDIT,"['k-pop', 'k-pop girl group']",167189,31
6nfDaffa50mKtEOwR8g4df,GOT7,"['k-pop', 'k-pop boy group']",6514096,59
2PSJ6YriU7JsFucxACpU7Y,CHUNG HA,['k-pop'],2146187,58
68KmkJeZGfwe1OUaivBa2L,ATEEZ,"['k-pop', 'k-pop boy group']",3709457,73
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",47728649,81
6C4irZ60X8G7UimMRQiCcg,X1,['k-pop'],349433,37
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,"['k-pop', 'k-pop girl group']",8931269,71
6bWaRj4L4PyJ4uv2wN47Ny,HINAPIA,['k-pop girl group'],108137,17
5BHFSMEjfLVx1JwRWjAOsE,SuperM,['k-pop'],2040476,52
0XATRDCYuuGhk0oE7C0o5G,MAMAMOO,"['k-pop', 'k-pop girl group']",7257950,61
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,"['k-pop', 'k-pop girl group']",3902298,53
2JhAlkmukNvarUpGhTFXUQ,KARD,['k-pop'],1909863,56
4gOc8TsQed9eqnqJct2c5v,K/DA,['k-pop girl group'],2149107,63
4TnGh5PKbSjpYqpIdlW5nz,MONSTA X,"['k-pop', 'k-pop boy group']",5136445,60
3Nrfpe0tUJi4K4DXYWgMUX,BTS,"['k-pop', 'k-pop boy group', 'pop']",71573960,87
5qRSs6mvI17zrkJpOHkCoM,iKON,"['k-pop', 'k-pop boy group']",3286298,59
2dIgFjalVxs4ThymZ67YCE,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14616121,82
6yxXsPXcgTJjBRelX9NCiF,YOUNGJAE,[],24589,10
